UUID;FILE;QUOTE_TRANSCRIPTION;ANCHOR;TYPE;TAGS;origin;pleiades_id;side;anonymous;offset;place_name;latitude;longitude;location_precision
157ae8c8-c60b-44db-a222-4d1ed9666028;book3_thucydides_utf8.txt;Boeotians;char-offset:20154;PERSON;group|origin:Boetia|pleiades:540689|side:Sparthan;Boetia;540689;Sparthan;TRUE;20154.0;Boeotia;38.31689716720101;23.13491914185319;rough
0d56b1df-ed57-4985-ab17-e0452476addf;book3_thucydides_utf8.txt;Peloponnesians;char-offset:21310;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;21310.0;Sparta;37.08184552460426;22.424682546177092;precise
80bbbc66-7fb9-43f2-bbb4-32196ed72a86;book3_thucydides_utf8.txt;Peloponnesians;char-offset:23874;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;23874.0;Sparta;37.08184552460426;22.424682546177092;precise
b9adb004-300f-4b0a-abd9-b41cc65d5d1a;book3_thucydides_utf8.txt;Peloponnesians;char-offset:26546;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;26546.0;Sparta;37.08184552460426;22.424682546177092;precise
417d1463-a3fc-4a88-a24f-f02f148f7340;book3_thucydides_utf8.txt;Peloponnesians;char-offset:27180;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;27180.0;Sparta;37.08184552460426;22.424682546177092;precise
523535de-e769-4525-9b4e-1ac651434211;book3_thucydides_utf8.txt;Salaethus;char-offset:27611;PERSON;origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;FALSE;27611.0;Sparta;37.08184552460426;22.424682546177092;precise
37344f42-1f60-4908-ab9e-43b3bf8e3dd8;book3_thucydides_utf8.txt;Mitylenians;char-offset:28081;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;28081.0;Mytilene;39.110475;26.547048;precise
17a04254-0b2c-4f44-94fd-8deeff56f479;book3_thucydides_utf8.txt;Peloponnesians;char-offset:28308;PERSON;group|origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;TRUE;28308.0;Sparta;37.08184552460426;22.424682546177092;precise
8ff4a9f1-811f-4ae3-aaf0-8a9ebf6ac9b1;book3_thucydides_utf8.txt;Alcidas;char-offset:28372;PERSON;side:Sparthan|origin:Sparta|pleiades:570685;Sparta;570685;Sparthan;FALSE;28372.0;Sparta;37.08184552460426;22.424682546177092;precise
bcc1690c-3c27-4251-b71d-7473a48f8779;book3_thucydides_utf8.txt;Cleomenes;char-offset:28640;PERSON;origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;FALSE;28640.0;Sparta;37.08184552460426;22.424682546177092;precise
